Geneid	C45_22_2L_1Aligned.out.bam	C45_22_2L_2Aligned.out.bam	C45_22_2L_3Aligned.out.bam	WT_2g_5Aligned.out.bam	WT_2g_6Aligned.out.bam	WT_2g_7Aligned.out.bam
CopciAB_460846.T0	16	15	22	28	9	8
CopciAB_273609.T0	222	194	329	1086	651	994
CopciAB_273601.T0	3279	3621	7003	3997	2978	4358
CopciAB_498265.T0	1269	1108	1680	1306	589	1540
CopciAB_450203.T0	117	67	84	326	262	398
CopciAB_498267.T0	80	106	108	69	62	23
CopciAB_450205.T0	2	4	4	17	4	24
CopciAB_450206.T0	272	274	352	381	300	204
CopciAB_450208.T0	9390	7650	13266	12088	7808	10862
CopciAB_369151.T0	2792	3312	3228	2852	2420	2908
CopciAB_273741.T0	198	224	189	201	224	220
CopciAB_472755.T0	76	93	99	59	47	56
CopciAB_472756.T0	311	353	348	397	315	335
CopciAB_498276.T0	2747	2758	2859	2890	2161	2352
CopciAB_450219.T0	215	1199	230	170	141	418
CopciAB_450218.T0	497	609	593	621	664	368
CopciAB_465604.T0	13926	13017	13053	48231	30884	43415
CopciAB_360998.T0	861	802	1089	981	1028	875
CopciAB_464549.T0	2533	2542	3176	2688	2131	2365
CopciAB_273960.T0	532	594	544	463	325	305
CopciAB_450221.T0	10531	12775	12840	12030	6396	9750
CopciAB_398875.T0	588	761	567	548	864	260
CopciAB_498282.T0	3423	3415	2814	3516	2074	2580
CopciAB_274375.T0	234	238	327	743	408	562
CopciAB_369187.T0	350	314	306	826	604	707
CopciAB_369145.T0	681	742	469	987	788	561
CopciAB_472771.T0	370	426	424	739	391	429
CopciAB_440447.T0	3146	3082	3152	4628	2920	2371
CopciAB_274427.T0	177	258	174	161	130	101
CopciAB_1001784.T0	201	230	280	218	186	187
CopciAB_369183.T0	4855	6447	5281	5678	4377	5022
CopciAB_384611.T0	11	23	11	22	19	21
CopciAB_1001791.T0	12	29	13	38	26	26
CopciAB_1001807.T0	12	29	13	37	26	28
CopciAB_267777.T0	237	232	239	2833	2437	2688
CopciAB_1001792.T0	7	9	8	11	12	5
CopciAB_351083.T0	2	0	0	2	0	3
CopciAB_1001795.T0	14	14	16	33	11	54
CopciAB_350887.T0	3334	2682	1677	5412	2682	1632
CopciAB_472557.T0	59	70	112	78	34	41
CopciAB_542609.T0	20	12	9	27	1	10
CopciAB_449966.T0	28	20	27	137	169	194
CopciAB_267460.T0	1537	1465	1723	1932	1219	1457
CopciAB_539558.T0	2482	2686	2788	3291	2694	2260
CopciAB_449960.T0	433	492	457	905	914	1090
CopciAB_498210.T0	581	676	697	1079	1051	647
CopciAB_472549.T0	67	105	73	80	54	64
CopciAB_1001797.T0	139	96	61	221	155	122
CopciAB_1001798.T0	414	579	645	373	266	447
CopciAB_398695.T0	543	701	556	545	487	441
CopciAB_424800.T0	5299	6176	6271	5166	5434	2481
CopciAB_368978.T0	520	489	382	586	679	553
CopciAB_368991.T0	1180	1136	1251	3764	2088	2932
CopciAB_532722.T0	168	144	112	370	204	102
CopciAB_494899.T0	917	851	680	1200	1076	920
CopciAB_449945.T0	289	294	291	503	490	241
CopciAB_368931.T0	521	636	589	674	488	392
CopciAB_368954.T0	4022	3653	3743	4606	4767	3336
CopciAB_498197.T0	325	386	367	338	226	118
CopciAB_1001799.T0	100	120	128	125	41	68
CopciAB_369006.T0	70	79	62	51	19	42
CopciAB_532681.T0	1445	1438	1914	1518	629	1241
CopciAB_472530.T0	1257	1254	891	1682	1476	791
CopciAB_1001801.T0	1229	1738	1191	1291	1293	1030
CopciAB_368977.T0	677	862	863	1176	1610	912
CopciAB_449931.T0	243	311	330	319	224	284
CopciAB_368953.T0	7498	6173	7075	22745	13500	12168
CopciAB_453565.T0	477	407	502	623	495	482
CopciAB_1001803.T0	13	20	27	17	5	31
CopciAB_77696.T0	84	108	100	52	73	58
CopciAB_440525.T0	19156	21756	21403	31778	30158	21404
CopciAB_1001804.T0	12	6	8	32	22	27
CopciAB_77839.T0	347	406	413	279	236	169
CopciAB_453611.T0	115	88	74	117	81	98
CopciAB_544831.T0	796	750	777	942	638	827
CopciAB_360121.T0	2528	3117	2883	2588	1595	2663
CopciAB_464555.T0	414	501	397	275	343	119
CopciAB_490186.T0	197	206	183	206	207	106
CopciAB_464610.T0	20887	21174	12842	31631	17380	21907
CopciAB_375197.T0	126	166	92	486	294	330
CopciAB_430441.T0	3157	4235	2561	3865	3127	3910
CopciAB_1001806.T0	170	160	156	101	61	79
CopciAB_464615.T0	2746	2703	2292	4309	3673	3009
CopciAB_500620.T0	5388	4484	3198	7091	4721	4350
CopciAB_78093.T0	550	611	548	496	357	309
CopciAB_512348.T0	62	46	81	44	35	34
CopciAB_465249.T0	1482	1281	1296	1759	1187	1224
CopciAB_93768.T0	2396	2774	2282	3432	3467	2323
CopciAB_441338.T0	809	1014	848	1214	1034	835
CopciAB_441335.T0	1068	1227	1311	1266	682	705
CopciAB_376280.T0	108	153	162	168	83	54
CopciAB_441331.T0	286	259	234	215	240	157
CopciAB_405326.T0	606	744	774	656	642	557
CopciAB_441325.T0	6145	7582	9042	7171	9829	6824
CopciAB_441323.T0	2624	2673	2118	3778	2890	3915
CopciAB_501042.T0	7884	10372	4629	12587	4338	9815
CopciAB_441320.T0	2344	2848	2106	4001	1726	2636
CopciAB_376268.T0	469	725	420	882	197	254
CopciAB_376281.T0	608	749	474	1697	728	784
CopciAB_360223.T0	1950	2755	1974	2047	1487	1432
CopciAB_494902.T0	68	99	75	60	52	57
CopciAB_559307.T0	6676	4167	6758	11757	6142	4097
CopciAB_465232.T0	147	117	148	169	248	196
CopciAB_441310.T0	825	814	856	889	502	649
CopciAB_1001819.T0	20	10	9	11	7	12
CopciAB_447276.T0	1982	1641	1586	2449	2805	1277
CopciAB_365221.T0	571	644	633	521	600	371
CopciAB_390754.T0	1751	2098	1742	1650	1508	958
CopciAB_470128.T0	530	515	469	579	622	383
CopciAB_365216.T0	5895	6989	6890	7626	6697	4658
CopciAB_470125.T0	139	145	170	205	170	116
CopciAB_1001820.T0	16	8	5	4	12	14
CopciAB_421367.T0	35	35	7	7	24	34
CopciAB_208505.T0	26	16	24	15	5	38
CopciAB_526508.T0	15053	17781	14869	16406	13565	17900
CopciAB_208442.T0	497	790	752	582	711	507
CopciAB_447262.T0	2003	2023	1757	2793	2213	1841
CopciAB_395241.T0	3418	2372	4193	4229	2490	1669
CopciAB_365191.T0	680	977	839	838	812	582
CopciAB_208308.T0	184	233	179	232	417	198
CopciAB_421349.T0	11	10	8	22	20	7
CopciAB_1001821.T0	56	74	44	88	74	79
CopciAB_395233.T0	304	377	472	363	358	387
CopciAB_447251.T0	744	795	729	639	822	541
CopciAB_365197.T0	420	501	556	500	591	186
CopciAB_447246.T0	400	527	608	389	503	156
CopciAB_447245.T0	262	322	286	210	273	168
CopciAB_421333.T0	123	162	161	192	66	249
CopciAB_447242.T0	9	20	4	22	19	20
CopciAB_470109.T0	56	17	57	86	68	58
CopciAB_496782.T0	454	614	545	423	466	209
CopciAB_208093.T0	949	838	646	1000	780	665
CopciAB_76420.T0	749	523	672	1683	1251	1681
CopciAB_1000174.T0	3	11	16	34	26	28
CopciAB_470105.T0	341	446	420	269	322	170
CopciAB_496777.T0	129	185	151	218	123	147
CopciAB_365259.T0	1555	1265	1242	2291	2574	1477
CopciAB_365194.T0	110	112	99	248	232	227
CopciAB_496774.T0	682	605	407	742	561	461
CopciAB_477676.T0	445	528	447	385	353	190
CopciAB_365220.T0	552	698	651	684	694	613
CopciAB_421305.T0	150	200	193	8450	5294	7991
CopciAB_458409.T0	832	1096	1138	891	915	811
CopciAB_447218.T0	967	1239	882	959	936	839
CopciAB_1001827.T0	99	90	122	58	49	45
CopciAB_481114.T0	37	33	34	38	20	48
CopciAB_403796.T0	59	77	79	46	50	21
CopciAB_64123.T0	103	97	72	127	143	69
CopciAB_1001829.T0	159	143	129	92	234	84
CopciAB_1001830.T0	42	47	60	42	52	31
CopciAB_500364.T0	39	41	59	91	77	98
CopciAB_464132.T0	2137	2323	1284	4031	2205	1843
CopciAB_374504.T0	13168	16893	11773	14767	19658	17580
CopciAB_464129.T0	10086	11326	12117	11143	7254	6384
CopciAB_439911.T0	3345	3665	3398	3812	2764	1766
CopciAB_1001831.T0	0	1	0	5	4	13
CopciAB_374532.T0	908	880	1001	1134	648	630
CopciAB_374523.T0	477	674	399	1000	389	606
CopciAB_544595.T0	503	653	464	269	185	190
CopciAB_439908.T0	608	757	766	613	314	456
CopciAB_369752.T0	902	933	999	787	764	465
CopciAB_534071.T0	784	890	786	620	944	348
CopciAB_1000175.T0	24	21	40	4	4	11
CopciAB_369743.T0	488	537	539	401	354	273
CopciAB_479335.T0	1637	1217	1222	1972	2342	803
CopciAB_542870.T0	2116	1878	2084	2774	2122	1307
CopciAB_450538.T0	543	635	518	510	455	262
CopciAB_425463.T0	65	51	53	93	84	31
CopciAB_472999.T0	1791	1427	1105	4292	2441	1765
CopciAB_279184.T0	14	7	8	1	1	0
CopciAB_450545.T0	118	171	115	279	143	226
CopciAB_360271.T0	426	417	388	389	494	288
CopciAB_473004.T0	5081	7871	5994	6062	4052	4647
CopciAB_473005.T0	2094	2475	2509	2328	1686	2194
CopciAB_450551.T0	14515	18371	15914	13555	12895	8400
CopciAB_369701.T0	45	56	108	705	418	823
CopciAB_279416.T0	614	554	556	885	695	506
CopciAB_498515.T0	446	283	587	705	362	279
CopciAB_534146.T0	15	5	11	9	11	3
CopciAB_450558.T0	88	61	60	57	46	47
CopciAB_1001833.T0	134	198	146	184	177	124
CopciAB_381285.T0	4	8	3	43	12	69
CopciAB_445883.T0	172	134	161	170	66	142
CopciAB_503060.T0	134	148	131	106	89	80
CopciAB_546877.T0	16	22	31	51	66	57
CopciAB_468897.T0	1	2	8	2	7	1
CopciAB_409417.T0	4632	4146	3882	6456	8515	3319
CopciAB_360103.T0	1800	1437	1510	2413	1832	1079
CopciAB_546910.T0	64	82	51	54	55	47
CopciAB_502718.T0	137	123	92	137	172	102
CopciAB_456820.T0	158	175	125	164	235	113
CopciAB_380407.T0	2179	1416	1807	3588	2993	1826
CopciAB_483091.T0	151	109	122	219	157	131
CopciAB_170517.T0	87	53	52	94	70	72
CopciAB_380714.T0	0	0	0	0	0	0
CopciAB_468502.T0	168	155	188	294	261	163
CopciAB_546693.T0	15	10	9	10	8	11
CopciAB_445417.T0	76	52	97	121	115	63
CopciAB_546695.T0	187	188	248	330	205	177
CopciAB_1000176.T0	50	77	97	49	1	91
CopciAB_173606.T0	275	163	280	274	197	189
CopciAB_491802.T0	3763	4078	3497	3512	3275	1655
CopciAB_502804.T0	6	2	0	3	2	3
CopciAB_173502.T0	933	812	837	1296	1032	576
CopciAB_439399.T0	8	3	12	4	7	3
CopciAB_360218.T0	1310	1347	1264	1503	913	1322
CopciAB_547164.T0	118	101	120	94	81	29
CopciAB_207071.T0	441	509	528	309	428	202
CopciAB_382536.T0	973	1069	1187	905	828	574
CopciAB_547297.T0	16	25	19	34	20	13
CopciAB_547298.T0	156	131	212	107	107	50
CopciAB_546195.T0	9	16	12	102	72	130
CopciAB_455862.T0	69	48	74	117	77	41
CopciAB_546199.T0	214	217	239	190	152	97
CopciAB_1000177.T0	25	23	23	41	12	19
CopciAB_453575.T0	159	185	247	233	102	178
CopciAB_379113.T0	3132	3395	3779	3177	2266	1609
CopciAB_546204.T0	2080	2466	2343	2603	2590	1554
CopciAB_483074.T0	320	330	220	302	285	242
CopciAB_1001853.T0	20	25	47	24	19	13
CopciAB_1001854.T0	34	23	39	27	29	16
CopciAB_546599.T0	23	29	47	56	43	78
CopciAB_482921.T0	1936	2552	2116	2247	2547	1468
CopciAB_464567.T0	40448	38702	33752	50482	26254	34409
CopciAB_547025.T0	124	175	175	88	93	36
CopciAB_1001859.T0	64	84	61	54	92	60
CopciAB_547260.T0	16	37	37	35	37	10
CopciAB_382121.T0	0	0	0	0	0	0
CopciAB_446859.T0	60	65	114	90	103	50
CopciAB_1000178.T0	51	103	85	62	19	40
CopciAB_407805.T0	239	294	228	171	162	100
CopciAB_502185.T0	11	40	23	25	26	39
CopciAB_433823.T0	117	158	129	109	129	28
CopciAB_1001862.T0	17	5	16	29	15	40
CopciAB_382169.T0	59	65	68	124	117	67
CopciAB_188021.T0	449	584	605	1298	1142	1297
CopciAB_381637.T0	253	274	285	243	184	124
CopciAB_1001866.T0	53	64	71	61	54	8
CopciAB_446134.T0	6	19	40	14	12	8
CopciAB_1001867.T0	105	129	77	57	86	36
CopciAB_547302.T0	61	71	114	50	43	18
CopciAB_547409.T0	606	831	650	387	548	247
CopciAB_547358.T0	67	88	80	41	63	20
CopciAB_547211.T0	7	0	4	15	8	6
CopciAB_1002730.T0	51	35	74	50	34	24
CopciAB_442065.T0	111	175	123	139	137	76
CopciAB_416935.T0	6727	6224	6496	10804	6631	5710
CopciAB_1002732.T0	0	0	0	0	0	0
CopciAB_442063.T0	22	39	32	39	37	14
CopciAB_1002733.T0	276	425	339	298	267	241
CopciAB_545459.T0	1376	1151	844	2341	2764	811
CopciAB_1002740.T0	95	88	96	168	67	108
CopciAB_545454.T0	73	82	50	73	87	26
CopciAB_1002741.T0	63	34	40	38	48	23
CopciAB_1000050.T0	1	0	3	7	1	5
CopciAB_1002742.T0	51	86	65	44	55	24
CopciAB_443233.T0	44	30	36	62	54	115
CopciAB_130255.T0	1108	1848	1390	1321	1167	901
CopciAB_517944.T0	10	9	11	7	6	7
CopciAB_501856.T0	152	101	86	210	112	131
CopciAB_482447.T0	14	11	32	14	11	16
CopciAB_443222.T0	3964	4756	4853	4343	4510	2426
CopciAB_483711.T0	131	154	127	128	65	104
CopciAB_470679.T0	3	5	19	20	11	37
CopciAB_547282.T0	0	0	0	0	1	0
CopciAB_545519.T0	109	146	129	143	122	135
CopciAB_490766.T0	96	124	123	121	62	91
CopciAB_416941.T0	104	173	175	64	68	49
CopciAB_377088.T0	15	13	11	27	16	8
CopciAB_377073.T0	99	150	172	196	47	115
CopciAB_442232.T0	258	289	358	266	254	241
CopciAB_377087.T0	394	516	508	584	569	391
CopciAB_442228.T0	9	11	16	25	6	9
CopciAB_432086.T0	315	454	343	466	432	489
CopciAB_545508.T0	129	173	102	358	179	383
CopciAB_1001887.T0	21	4	10	4	2	5
CopciAB_1001888.T0	537	708	465	450	280	304
CopciAB_360199.T0	312	357	412	219	247	98
CopciAB_371937.T0	619	689	704	744	683	663
CopciAB_427475.T0	20	7	24	26	19	25
CopciAB_437911.T0	43	48	49	89	44	60
CopciAB_437913.T0	152	90	95	190	240	208
CopciAB_437916.T0	14	6	17	122	159	286
CopciAB_371955.T0	3893	4380	4046	5148	4710	7228
CopciAB_559345.T0	0	19	2	3	1	1
CopciAB_480149.T0	25	17	22	9	10	29
CopciAB_26233.T0	308	358	380	255	572	215
CopciAB_437929.T0	0	0	1	5	2	4
CopciAB_76909.T0	1343	1527	1505	1750	1741	665
CopciAB_543677.T0	223	290	252	242	204	174
CopciAB_480153.T0	17	16	23	22	11	13
CopciAB_437932.T0	59	66	40	202	132	181
CopciAB_464731.T0	2069	1869	1880	2567	1912	1798
CopciAB_481457.T0	4	13	17	11	16	5
CopciAB_453581.T0	668	851	877	434	203	259
CopciAB_453717.T0	496	553	445	566	515	370
CopciAB_440676.T0	7	19	11	8	11	6
CopciAB_500724.T0	990	1329	1032	757	799	469
CopciAB_440666.T0	1324	1793	1719	1604	1077	924
CopciAB_500719.T0	634	575	608	930	1100	833
CopciAB_449239.T0	9	2	10	251	279	3058
CopciAB_397706.T0	208	243	162	217	151	150
CopciAB_251354.T0	465	569	386	321	315	415
CopciAB_449242.T0	284	255	348	313	355	216
CopciAB_449246.T0	1798	1845	2085	1947	1147	1154
CopciAB_542232.T0	843	725	674	1035	281	922
CopciAB_449249.T0	2979	4040	3382	2333	1993	1728
CopciAB_1001897.T0	266	381	241	169	210	183
CopciAB_367957.T0	25248	24840	28255	38148	32789	32933
CopciAB_497809.T0	738	818	604	1584	841	1314
CopciAB_440489.T0	1252	1358	1339	1483	1142	731
CopciAB_367905.T0	107	113	160	117	50	98
CopciAB_367984.T0	1211	1317	1177	1373	1130	1233
CopciAB_478691.T0	13	17	12	6	12	8
CopciAB_449260.T0	145	141	110	175	175	168
CopciAB_449261.T0	1836	1797	1378	2699	1192	1797
CopciAB_367919.T0	126	106	150	168	94	67
CopciAB_423857.T0	102	100	81	124	76	174
CopciAB_397741.T0	114	151	192	212	192	241
CopciAB_367943.T0	4760	4651	5821	5721	3128	3466
CopciAB_497820.T0	318	334	433	456	296	399
CopciAB_440491.T0	485	562	528	573	431	434
CopciAB_449267.T0	116	176	150	110	133	155
CopciAB_449269.T0	602	691	745	1473	940	926
CopciAB_423870.T0	5933	6617	6771	7839	8696	6834
CopciAB_449274.T0	42	64	56	61	43	33
CopciAB_471958.T0	2600	2829	2559	3149	3763	2588
CopciAB_423880.T0	957	1059	1287	1118	639	742
CopciAB_471960.T0	398	325	393	629	368	456
CopciAB_1000179.T0	0	1	0	2	0	2
CopciAB_367951.T0	119	111	99	158	127	152
CopciAB_423889.T0	347	320	419	439	425	308
CopciAB_423892.T0	400	454	226	517	140	251
CopciAB_367980.T0	39	32	16	350	387	434
CopciAB_397784.T0	45	32	88	132	82	146
CopciAB_397787.T0	3434	4380	4582	3191	1989	2710
CopciAB_367986.T0	820	913	1048	475	411	370
CopciAB_465602.T0	1028	1917	1194	1017	636	1003
CopciAB_252133.T0	606	545	391	878	656	628
CopciAB_367947.T0	929	1099	1092	900	1147	381
CopciAB_252116.T0	26	35	63	40	23	37
CopciAB_1001918.T0	632	874	1121	439	167	574
CopciAB_452912.T0	16	10	25	21	3	16
CopciAB_373884.T0	1392	1468	1564	1924	1533	1284
CopciAB_500125.T0	222	234	248	360	354	248
CopciAB_463751.T0	10	3	8	11	3	3
CopciAB_373881.T0	452	592	468	524	449	355
CopciAB_494924.T0	105	139	104	154	117	96
CopciAB_403217.T0	519	723	485	500	714	548
CopciAB_429272.T0	56	526	112	73	50	158
CopciAB_54535.T0	7746	6654	7345	10060	10190	6541
CopciAB_463744.T0	13	11	11	11	15	8
CopciAB_439445.T0	95	141	144	71	83	41
CopciAB_429262.T0	7173	8625	8669	7260	8295	5415
CopciAB_500112.T0	428	366	397	442	375	298
CopciAB_429256.T0	543	566	589	517	542	374
CopciAB_480871.T0	7	7	4	12	6	5
CopciAB_452897.T0	46	29	62	49	54	29
CopciAB_439416.T0	17	33	28	21	10	46
CopciAB_440496.T0	853	982	1050	839	1084	552
CopciAB_439412.T0	10	13	11	10	6	8
CopciAB_472217.T0	2870	2476	2357	4747	2433	2639
CopciAB_546344.T0	5075	4918	6004	5311	4420	3440
CopciAB_379543.T0	138	160	235	118	185	69
CopciAB_502359.T0	1246	1136	1061	1338	806	809
CopciAB_1000181.T0	26	16	29	43	6	12
CopciAB_444190.T0	879	915	792	1403	1325	1567
CopciAB_500061.T0	5	9	10	11	5	6
CopciAB_439373.T0	1674	2150	1944	1452	1475	868
CopciAB_489743.T0	967	1117	1285	901	502	566
CopciAB_463686.T0	56	46	49	65	31	60
CopciAB_53289.T0	8802	8396	8331	14317	11241	7434
CopciAB_373804.T0	3660	3892	3723	5503	6670	3123
CopciAB_1000182.T0	2	7	3	9	11	1
CopciAB_1001924.T0	745	945	796	765	861	626
CopciAB_53386.T0	50	90	77	97	93	114
CopciAB_480845.T0	0	0	0	0	0	0
CopciAB_373801.T0	84	146	68	106	98	167
CopciAB_1001926.T0	1801	2265	1769	3154	3142	4014
CopciAB_469749.T0	1655	1628	1571	1719	1241	1078
CopciAB_373760.T0	4539	4569	4723	5555	4596	3015
CopciAB_373783.T0	3732	7656	4669	5397	6859	4050
CopciAB_439389.T0	1507	1623	1123	2173	1833	1605
CopciAB_439390.T0	384	265	402	540	589	346
CopciAB_403137.T0	7758	10036	9320	6996	5226	5652
CopciAB_439392.T0	133	191	137	1429	1224	1278
CopciAB_463701.T0	1116	723	1304	1622	827	1947
CopciAB_500082.T0	1604	1863	1882	1467	710	988
CopciAB_53677.T0	1794	1832	1971	1489	1250	1726
CopciAB_500084.T0	77	63	98	79	44	74
CopciAB_382241.T0	79	76	98	55	63	51
CopciAB_503457.T0	2201	2649	2320	3904	3331	2883
CopciAB_446984.T0	2658	3449	2981	3447	2103	3473
CopciAB_525904.T0	41	79	62	41	42	43
CopciAB_410020.T0	163	188	177	156	133	105
CopciAB_204055.T0	1010	1233	1145	1462	978	732
CopciAB_1001927.T0	5	15	8	7	2	4
CopciAB_323789.T0	11	9	6	20	30	32
CopciAB_382141.T0	2316	2761	2961	2635	2238	3495
CopciAB_382134.T0	282	297	286	194	115	200
CopciAB_1001101.T0	3	4	0	5	8	0
CopciAB_1001929.T0	11	6	0	13	13	2
CopciAB_1001930.T0	256	284	338	316	322	171
CopciAB_451161.T0	235	364	233	144	124	115
CopciAB_370668.T0	991	1022	626	1056	1284	496
CopciAB_479694.T0	30	29	38	1315	972	3198
CopciAB_473533.T0	1053	1091	986	1570	1120	973
CopciAB_451158.T0	539	630	674	815	454	444
CopciAB_451157.T0	703	808	583	836	902	698
CopciAB_446867.T0	542	602	552	471	603	331
CopciAB_479688.T0	19	23	19	32	7	15
CopciAB_293045.T0	2314	2361	1925	3731	2614	2468
CopciAB_451153.T0	691	849	757	698	370	647
CopciAB_293007.T0	443	546	573	537	746	412
CopciAB_473521.T0	211	260	255	296	80	266
CopciAB_1000051.T0	3302	6572	2206	3754	4271	5969
CopciAB_1000183.T0	0	0	0	0	0	0
CopciAB_1001492.T0	0	2	0	7	0	0
CopciAB_1002337.T0	3	0	0	1	0	0
CopciAB_1002469.T0	3	0	0	2	1	0
CopciAB_543210.T0	144	97	121	1677	872	2221
CopciAB_370663.T0	2212	2586	2752	2339	1024	1671
CopciAB_1001933.T0	14	11	22	15	6	11
CopciAB_498859.T0	3016	3580	2687	4069	2333	4129
CopciAB_370646.T0	58	68	66	62	13	42
CopciAB_451134.T0	1528	1355	1493	1918	2039	1716
CopciAB_473513.T0	677	738	756	758	591	356
CopciAB_461584.T0	515	492	386	553	499	222
CopciAB_451130.T0	8231	9575	10067	9547	10497	9284
CopciAB_370657.T0	213	194	188	181	96	104
CopciAB_499692.T0	8670	10683	10944	8406	5566	6690
CopciAB_1001935.T0	123	138	142	145	153	130
CopciAB_438533.T0	29332	25799	26407	38325	34990	27090
CopciAB_463045.T0	3464	4154	3858	4279	2754	2825
CopciAB_443873.T0	3438	3569	3828	3767	3522	2650
CopciAB_499689.T0	234	271	244	308	219	185
CopciAB_543974.T0	143	207	112	79	77	45
CopciAB_372702.T0	2766	3647	3272	2536	1765	2264
CopciAB_438520.T0	188	92	194	341	130	244
CopciAB_402119.T0	7551	8955	8465	8744	5828	7586
CopciAB_543968.T0	13	24	34	19	19	8
CopciAB_428198.T0	59	64	86	60	44	23
CopciAB_543966.T0	11	4	0	7	5	2
CopciAB_452322.T0	2347	2806	2518	2291	1613	1835
CopciAB_438504.T0	53	63	28	51	55	44
CopciAB_372721.T0	1265	1235	1101	2695	2452	1636
CopciAB_379106.T0	1971	2356	2210	1928	2253	1003
CopciAB_1001939.T0	1492	1350	1635	2202	1807	1237
CopciAB_489418.T0	3	1	8	10	8	9
CopciAB_1001943.T0	46	60	45	30	22	18
CopciAB_96007.T0	14	15	34	492	342	576
CopciAB_1001944.T0	29	42	39	76	17	34
CopciAB_502166.T0	406	528	482	472	398	385
CopciAB_411390.T0	1327	1316	1367	1435	1662	1703
CopciAB_96191.T0	1394	1641	1245	1880	2180	1009
CopciAB_354806.T0	1173	1378	1421	1056	888	851
CopciAB_441494.T0	375	471	411	738	719	846
CopciAB_385219.T0	46	49	32	49	26	50
CopciAB_454246.T0	1723	1986	1948	2957	3434	1949
CopciAB_96250.T0	202	194	250	350	261	357
CopciAB_443861.T0	549	639	559	551	416	610
CopciAB_354569.T0	37	58	51	24	22	21
CopciAB_411407.T0	820	802	737	968	873	443
CopciAB_537524.T0	1894	1985	2051	1977	2142	1159
CopciAB_354661.T0	2671	2859	3243	3444	2969	2645
CopciAB_379082.T0	182	209	150	236	206	132
CopciAB_441506.T0	2701	3101	3508	3020	1605	2617
CopciAB_1001947.T0	2628	2137	1899	2929	2115	2607
CopciAB_354584.T0	2732	2580	3287	2774	1850	1825
CopciAB_502162.T0	2959	3385	2876	3176	2900	2018
CopciAB_411441.T0	4041	3717	4100	9238	4062	6420
CopciAB_492739.T0	366	327	473	428	220	236
CopciAB_484001.T0	1575	1760	1851	20888	9350	22706
CopciAB_343691.T0	2831	3190	2983	3149	4382	2475
CopciAB_446767.T0	232	239	186	237	241	128
CopciAB_503391.T0	1435	1316	1379	1940	933	1459
CopciAB_458014.T0	174	197	152	148	133	85
CopciAB_503389.T0	619	621	577	933	821	652
CopciAB_200537.T0	30	37	33	21	21	7
CopciAB_1001949.T0	5	8	5	5	1	5
CopciAB_382008.T0	39356	32343	30121	41708	13420	38526
CopciAB_435813.T0	5177	6684	6485	5771	7150	8894
CopciAB_199879.T0	1308	1483	1228	1425	1223	1241
CopciAB_547046.T0	421	516	470	429	387	248
CopciAB_503366.T0	9687	10799	3803	12372	1392	10678
CopciAB_539797.T0	785	1065	929	885	625	613
CopciAB_547048.T0	367	555	369	491	376	272
CopciAB_381998.T0	1384	1608	1519	2206	1518	2042
CopciAB_491825.T0	8622	7267	7095	11966	11646	8321
CopciAB_174126.T0	430	434	390	540	223	351
CopciAB_1001952.T0	12	7	19	9	8	25
CopciAB_502838.T0	478	600	615	2258	1039	2270
CopciAB_380734.T0	542	606	509	694	344	485
CopciAB_173951.T0	409	477	389	545	212	322
CopciAB_479539.T0	27	17	35	23	22	21
CopciAB_498719.T0	1323	1719	1588	1315	757	1357
CopciAB_535143.T0	724	684	677	638	707	515
CopciAB_479543.T0	1567	1857	2050	1480	1336	1048
CopciAB_473372.T0	5955	6469	6003	7661	6194	5123
CopciAB_399900.T0	709	918	779	746	928	754
CopciAB_479547.T0	1041	1188	1380	896	934	549
CopciAB_491362.T0	1310	1571	1754	1326	813	1353
CopciAB_498725.T0	486	560	465	356	316	200
CopciAB_535152.T0	318	431	199	411	447	306
CopciAB_370336.T0	269	256	357	326	234	215
CopciAB_370329.T0	29	47	24	42	41	39
CopciAB_535164.T0	4103	4857	4610	6904	4317	6404
CopciAB_498732.T0	571	713	525	697	448	317
CopciAB_502159.T0	132	156	76	195	42	67
CopciAB_461481.T0	1931	1980	1993	3093	2433	2516
CopciAB_370300.T0	3330	4030	3964	3667	2287	4219
CopciAB_1001955.T0	15	6	16	47	9	39
CopciAB_370298.T0	1448	1560	1328	1537	1496	1035
CopciAB_426034.T0	1026	1077	1031	1073	797	1294
CopciAB_399935.T0	199	142	155	141	117	53
CopciAB_379100.T0	1238	986	1717	1849	614	1404
CopciAB_455845.T0	331	326	271	471	157	376
CopciAB_479562.T0	27970	26120	25097	38909	28995	29516
CopciAB_450993.T0	526	631	645	1604	1392	1466
CopciAB_1001960.T0	69	82	60	135	125	53
CopciAB_373125.T0	2756	3419	2524	3333	2179	2988
CopciAB_463295.T0	221	195	192	168	200	142
CopciAB_428537.T0	1271	1559	1467	7700	5171	8829
CopciAB_463299.T0	659	726	703	763	584	565
CopciAB_373157.T0	3561	3769	3235	4249	4706	5845
CopciAB_438877.T0	1558	1957	1387	1300	1712	1994
CopciAB_373130.T0	601	751	620	514	430	231
CopciAB_44071.T0	1608	2280	1690	1075	886	691
CopciAB_44121.T0	49	49	60	66	48	58
CopciAB_463307.T0	346	423	292	779	468	701
CopciAB_438884.T0	512	547	575	378	235	216
CopciAB_116663.T0	138	192	132	265	93	310
CopciAB_463310.T0	1706	1149	1185	2805	2526	1737
CopciAB_438890.T0	168	127	149	115	41	315
