Geneid	C45_22_2L_1Aligned.out.bam	C45_22_2L_2Aligned.out.bam	C45_22_2L_3Aligned.out.bam	WT_2g_5Aligned.out.bam	WT_2g_6Aligned.out.bam	WT_2g_7Aligned.out.bam
CopciAB_360850.T0	29	36	45	36	26	17
CopciAB_90622.T0	190	255	219	442	181	478
CopciAB_441187.T0	8633	10433	10920	7798	6530	6687
CopciAB_90822.T0	274	283	344	384	560	330
CopciAB_454041.T0	1734	2022	2294	1647	1478	1044
CopciAB_441190.T0	791	739	892	757	481	377
CopciAB_417357.T0	94	99	90	32	30	22
CopciAB_90959.T0	1045	1004	760	2541	1639	1692
CopciAB_465124.T0	1199	1392	1481	1289	845	1190
CopciAB_90982.T0	823	897	944	1633	1129	1631
CopciAB_90979.T0	660	800	757	636	352	424
CopciAB_90984.T0	288	227	255	538	390	409
CopciAB_476094.T0	730	923	729	608	669	524
CopciAB_91028.T0	790	785	821	717	736	473
CopciAB_441197.T0	367	377	345	269	250	212
CopciAB_253399.T0	749	967	743	2911	2044	4621
CopciAB_449340.T0	352	428	414	221	312	139
CopciAB_91051.T0	355	373	526	222	277	93
CopciAB_465133.T0	357	420	442	424	493	296
CopciAB_360810.T0	208	295	303	227	185	171
CopciAB_441207.T0	1122	1138	1479	1045	1508	1586
CopciAB_485770.T0	1604	1893	2434	1296	3058	4345
CopciAB_441209.T0	0	0	4	1	0	6
CopciAB_476105.T0	7878	7495	6531	11427	6509	7512
CopciAB_91242.T0	1404	1493	1579	1965	2171	1899
CopciAB_465141.T0	273	263	203	260	272	120
CopciAB_417412.T0	3845	3777	3548	5276	3093	2577
CopciAB_360717.T0	245	249	283	232	314	124
CopciAB_360681.T0	1635	1750	1627	2690	1445	1006
CopciAB_360768.T0	4181	5613	5262	4331	4254	3436
CopciAB_476113.T0	1717	1697	1646	2037	1333	1616
CopciAB_465149.T0	375	506	427	545	201	496
CopciAB_531188.T0	41	58	40	11	11	21
CopciAB_360817.T0	224	407	324	257	239	124
CopciAB_91570.T0	7452	7210	6772	9529	9074	5775
CopciAB_91579.T0	483	608	584	941	574	686
CopciAB_450347.T0	737	951	829	587	792	464
CopciAB_369284.T0	364	310	313	262	247	155
CopciAB_472843.T0	6	11	9	6	9	5
CopciAB_542738.T0	3663	3812	3511	5127	3728	3683
CopciAB_1002529.T0	1827	2193	2029	1477	1388	939
CopciAB_413807.T0	2456	2419	2913	2158	3370	1808
CopciAB_533614.T0	2676	3226	3624	3619	2291	1548
CopciAB_460942.T0	977	1190	1296	1062	958	836
CopciAB_488369.T0	595	797	624	516	490	325
CopciAB_369292.T0	2356	2761	2615	2431	1487	1699
CopciAB_472024.T0	164	160	126	146	96	166
CopciAB_253630.T0	1516	1667	1933	4400	1892	3490
CopciAB_498343.T0	979	753	806	1225	1077	657
CopciAB_1002531.T0	11337	8969	13842	15291	11644	7929
CopciAB_369322.T0	213	206	154	190	80	41
CopciAB_450322.T0	1108	1193	888	913	676	900
CopciAB_425104.T0	1491	2107	1663	1303	1321	1567
CopciAB_398996.T0	590	616	599	642	547	311
CopciAB_472822.T0	668	814	656	870	483	816
CopciAB_450312.T0	1022	1110	953	1035	1108	1018
CopciAB_498332.T0	204	192	133	188	259	99
CopciAB_493676.T0	589	506	450	720	486	346
CopciAB_450311.T0	10165	10833	9488	12686	12203	8357
CopciAB_450310.T0	63	77	59	49	65	37
CopciAB_450309.T0	66	86	92	81	48	58
CopciAB_498328.T0	1168	1081	1009	1758	1954	953
CopciAB_369320.T0	27	20	21	70	46	31
CopciAB_542715.T0	1472	1736	2185	1851	1503	735
CopciAB_450301.T0	33	30	31	39	12	43
CopciAB_357195.T0	401	410	436	523	588	271
CopciAB_498324.T0	1107	1226	875	1176	1709	693
CopciAB_435709.T0	557	593	470	494	590	486
CopciAB_483449.T0	728	882	621	814	987	644
CopciAB_1002555.T0	123	122	188	79	98	86
CopciAB_1002556.T0	9	18	9	20	15	5
CopciAB_197512.T0	252	276	226	179	199	164
CopciAB_253715.T0	625	908	735	738	654	830
CopciAB_492096.T0	8155	7631	7804	9543	6268	6906
CopciAB_446585.T0	3137	3326	4242	4777	2922	3394
CopciAB_504063.T0	448	460	364	472	469	408
CopciAB_205517.T0	468	686	584	941	684	936
CopciAB_1002557.T0	1	8	0	3	2	6
CopciAB_449345.T0	265	361	328	298	145	155
CopciAB_469942.T0	544	696	771	747	1369	635
CopciAB_364990.T0	776	790	869	815	646	564
CopciAB_469939.T0	2288	2779	2189	2973	2147	1698
CopciAB_496700.T0	131	156	144	127	122	77
CopciAB_357117.T0	476	477	491	394	397	371
CopciAB_205235.T0	74	108	100	102	92	64
CopciAB_395044.T0	391	403	349	613	313	283
CopciAB_205173.T0	153	171	163	231	173	360
CopciAB_364950.T0	978	1003	755	1681	928	992
CopciAB_447053.T0	1075	1234	1414	1503	1380	969
CopciAB_487001.T0	2051	2481	3011	2085	382	1344
CopciAB_372085.T0	9	18	10	19	18	21
CopciAB_493680.T0	642	809	723	711	512	442
CopciAB_365024.T0	5568	7200	5886	7113	6024	6601
CopciAB_395026.T0	622	664	784	701	390	584
CopciAB_204909.T0	603	324	588	1378	897	530
CopciAB_204903.T0	1286	1261	1090	1555	1340	951
CopciAB_329287.T0	8896	11693	10902	8298	16404	7974
CopciAB_364989.T0	669	674	718	964	780	490
CopciAB_469917.T0	192	180	161	148	94	69
CopciAB_496681.T0	52	57	44	501	133	807
CopciAB_447030.T0	1957	2065	2122	2152	1813	1602
CopciAB_477593.T0	355	359	332	331	319	188
CopciAB_1002562.T0	144	206	197	152	84	82
CopciAB_496678.T0	1482	1711	1265	1924	1800	1512
CopciAB_496677.T0	3894	3733	3558	5244	3659	3705
CopciAB_204652.T0	1585	2317	1894	1399	1536	947
CopciAB_486986.T0	207	257	256	149	105	100
CopciAB_469909.T0	323	328	244	405	263	242
CopciAB_496673.T0	272	336	333	314	319	119
CopciAB_493681.T0	1171	1459	1283	1676	1572	1263
CopciAB_1002565.T0	18	4	7	14	32	14
CopciAB_469905.T0	1302	1188	1052	1855	793	820
CopciAB_364931.T0	1794	1429	1719	2409	1833	2140
CopciAB_1002568.T0	35	65	53	39	24	28
CopciAB_496664.T0	2971	3374	3314	3257	2208	2048
CopciAB_364978.T0	588	716	603	677	645	551
CopciAB_447010.T0	183	305	194	176	170	166
CopciAB_447008.T0	216	275	233	273	110	223
CopciAB_394972.T0	474	723	625	496	423	449
CopciAB_432387.T0	1014	1116	1269	937	744	978
CopciAB_545631.T0	4	2	4	5	2	1
CopciAB_442514.T0	125	184	208	105	181	68
CopciAB_442518.T0	2578	2514	2921	3205	2125	2319
CopciAB_377427.T0	1236	1596	1303	1575	2264	1123
CopciAB_377433.T0	363	387	368	467	567	252
CopciAB_1000119.T0	4	1	5	18	2	10
CopciAB_442523.T0	7399	9743	9621	6941	4942	5157
CopciAB_399209.T0	80	81	53	57	94	29
CopciAB_277496.T0	1930	2044	2603	2639	1647	1789
CopciAB_498427.T0	956	1085	1010	1291	899	998
CopciAB_369541.T0	468	393	514	563	294	358
CopciAB_277462.T0	1200	1263	1315	1158	1304	1199
CopciAB_277435.T0	9	9	18	12	15	21
CopciAB_399191.T0	763	612	952	862	684	379
CopciAB_479268.T0	32	28	16	41	26	25
CopciAB_277380.T0	244	306	216	499	648	605
CopciAB_357209.T0	390	402	496	590	537	377
CopciAB_472035.T0	586	804	855	772	479	606
CopciAB_253861.T0	211	298	242	246	255	158
CopciAB_425287.T0	180	293	172	289	191	497
CopciAB_488426.T0	10147	9048	8688	13863	9888	8118
CopciAB_277281.T0	6617	5986	7752	6945	5923	5118
CopciAB_479262.T0	269	297	420	187	185	131
CopciAB_369481.T0	304	245	245	225	264	183
CopciAB_369486.T0	896	1051	1190	1893	1158	1868
CopciAB_498411.T0	964	1026	612	1735	790	731
CopciAB_474733.T0	214	202	275	328	221	300
CopciAB_369467.T0	30	47	22	18	37	4
CopciAB_1002571.T0	79	70	36	42	17	46
CopciAB_369471.T0	3680	4686	4791	3383	5456	2912
CopciAB_472903.T0	495	592	610	720	537	293
CopciAB_276942.T0	425	348	313	487	347	401
CopciAB_559322.T0	160	256	221	137	117	111
CopciAB_498405.T0	2864	3274	2861	4171	3918	2733
CopciAB_498403.T0	1524	1821	1994	2148	2022	1652
CopciAB_498402.T0	172	263	202	285	229	304
CopciAB_425239.T0	4887	5277	4168	5849	5149	3753
CopciAB_253950.T0	903	1141	982	896	600	375
CopciAB_276821.T0	103	81	75	81	144	93
CopciAB_276784.T0	589	751	710	705	351	580
CopciAB_410628.T0	464	521	471	428	560	263
CopciAB_1002575.T0	279	351	296	283	270	185
CopciAB_504094.T0	67	40	74	46	33	35
CopciAB_471658.T0	269	316	255	264	250	213
CopciAB_1002576.T0	5	4	7	1	1	5
CopciAB_356918.T0	1708	2194	2184	2211	1924	1918
CopciAB_527806.T0	1394	1884	1579	1413	1889	1098
CopciAB_502056.T0	4945	5433	5698	6946	5855	5412
CopciAB_502055.T0	906	1301	802	1062	810	1026
CopciAB_139002.T0	17	32	40	52	40	32
CopciAB_1002577.T0	10	24	30	12	3	20
CopciAB_491283.T0	2995	3213	3659	3686	3165	1971
CopciAB_1002578.T0	332	428	499	390	247	357
CopciAB_443648.T0	489	518	479	417	471	309
CopciAB_499429.T0	17	21	29	13	23	26
CopciAB_443646.T0	209	233	216	164	146	85
CopciAB_467052.T0	63	85	61	69	115	87
CopciAB_1002579.T0	29	66	71	63	45	41
CopciAB_407528.T0	1961	2527	2540	1602	3655	1198
CopciAB_387674.T0	33	50	47	55	35	26
CopciAB_499568.T0	13	16	7	8	10	11
CopciAB_372404.T0	304	382	307	585	438	483
CopciAB_499564.T0	180	227	206	214	237	145
CopciAB_489324.T0	8	5	10	7	6	3
CopciAB_543850.T0	2291	2431	2002	3103	2182	1712
CopciAB_462907.T0	314	270	254	325	300	179
CopciAB_538430.T0	271	277	335	335	293	201
CopciAB_401831.T0	15930	18201	22049	16497	15476	14101
CopciAB_427910.T0	303	355	349	299	154	218
CopciAB_372401.T0	167	158	145	228	150	144
CopciAB_427906.T0	5843	6324	6076	6873	6543	4352
CopciAB_449361.T0	704	824	612	677	575	629
CopciAB_1002587.T0	21	18	34	38	13	36
CopciAB_401814.T0	3468	4152	2660	3431	3425	2804
CopciAB_372418.T0	7	8	3	4	0	3
CopciAB_1002588.T0	516	684	461	543	400	661
CopciAB_372420.T0	1199	1392	1337	1776	1356	1153
CopciAB_1002591.T0	14	8	22	33	32	8
CopciAB_472043.T0	2377	2811	1851	2052	584	1701
CopciAB_393945.T0	2462	2733	1556	3529	3249	1887
CopciAB_540774.T0	0	0	1	1	2	2
CopciAB_420074.T0	525	590	430	383	414	265
CopciAB_363693.T0	6414	7480	7143	6521	7795	8167
CopciAB_1002594.T0	121	151	130	185	57	245
CopciAB_178985.T0	600	747	739	591	1168	341
CopciAB_449363.T0	385	508	482	339	345	194
CopciAB_468708.T0	1003	867	1054	812	818	711
CopciAB_445665.T0	2114	1758	1987	3917	2581	2772
CopciAB_363728.T0	333	360	377	471	219	364
CopciAB_363763.T0	114	152	118	135	70	38
CopciAB_363683.T0	200	202	110	133	179	103
CopciAB_178826.T0	26	29	26	87	46	95
CopciAB_496212.T0	1566	1152	1806	2432	2356	1212
CopciAB_420050.T0	709	764	819	886	1069	754
CopciAB_387686.T0	1893	2188	2137	2211	1854	1468
CopciAB_540761.T0	218	279	260	421	362	350
CopciAB_477160.T0	23	25	24	49	33	29
CopciAB_496207.T0	131	123	138	98	152	67
CopciAB_363708.T0	3131	3568	3561	4102	3772	4055
CopciAB_178694.T0	14	20	10	11	3	6
CopciAB_496199.T0	2180	2239	2500	3172	2880	2874
CopciAB_178286.T0	5941	3721	5355	7225	5850	9620
CopciAB_457157.T0	397	367	248	940	1008	483
CopciAB_468685.T0	39	39	24	56	73	27
CopciAB_496196.T0	478	411	439	346	382	181
CopciAB_363691.T0	622	831	758	553	168	324
CopciAB_178424.T0	130	170	129	152	142	97
CopciAB_477144.T0	0	0	0	0	0	0
CopciAB_420002.T0	6695	6881	5839	9796	13444	5112
CopciAB_540743.T0	67	67	42	76	26	61
CopciAB_1002595.T0	35	36	38	44	41	26
CopciAB_468675.T0	273	274	199	247	322	206
CopciAB_445635.T0	3457	2796	2825	3744	2366	3175
CopciAB_178147.T0	15	28	20	24	33	23
CopciAB_356859.T0	4976	4952	5012	6220	4235	3987
CopciAB_468672.T0	21	10	6	21	14	20
CopciAB_496186.T0	546	612	599	699	618	414
CopciAB_419979.T0	17	6	3	13	6	11
CopciAB_177984.T0	558	552	570	1384	1261	669
CopciAB_468667.T0	1069	1302	1349	941	846	549
CopciAB_468666.T0	352	428	499	404	488	214
CopciAB_413866.T0	230	310	355	252	161	174
CopciAB_177830.T0	680	1008	890	670	590	605
CopciAB_363733.T0	103	90	76	572	458	555
CopciAB_445624.T0	841	1055	1100	724	802	638
CopciAB_468662.T0	86	118	114	101	64	41
CopciAB_468661.T0	1116	1370	899	3352	2829	2737
CopciAB_496174.T0	20	17	16	126	51	270
CopciAB_445618.T0	20	8	52	34	20	13
CopciAB_540723.T0	4	8	5	17	5	7
CopciAB_1002598.T0	1399	1679	1583	1423	1455	996
CopciAB_447955.T0	62	114	114	167	67	132
CopciAB_447953.T0	196	242	222	262	195	221
CopciAB_468030.T0	1245	1456	1195	1701	1685	925
CopciAB_502514.T0	632	731	722	703	712	873
CopciAB_546454.T0	35	53	46	22	35	14
CopciAB_163161.T0	54	63	85	100	41	44
CopciAB_379874.T0	333	357	319	361	241	259
CopciAB_444789.T0	620	497	513	849	639	420
CopciAB_1000121.T0	103	92	76	87	58	86
CopciAB_444782.T0	25	34	16	20	6	22
CopciAB_444779.T0	28	68	22	9	12	6
CopciAB_1002608.T0	443	565	414	351	492	146
CopciAB_436418.T0	639	765	662	622	642	367
CopciAB_409183.T0	475	551	582	440	509	368
CopciAB_546783.T0	7	4	3	1	5	3
CopciAB_559290.T0	0	1	0	2	1	0
CopciAB_483247.T0	36	41	37	35	38	31
CopciAB_502072.T0	208	293	300	344	212	258
CopciAB_433606.T0	467	508	412	355	519	253
CopciAB_443667.T0	594	665	640	456	665	211
CopciAB_482628.T0	1019	1122	917	1025	1065	609
CopciAB_502078.T0	647	873	598	847	514	559
CopciAB_378870.T0	990	2081	731	1531	556	970
CopciAB_559336.T0	15	16	7	28	9	22
CopciAB_484714.T0	24590	28725	28460	29502	32052	15434
CopciAB_357054.T0	1414	1221	1395	1848	1334	890
CopciAB_407588.T0	12	12	8	32	20	18
CopciAB_139333.T0	0	1	0	1	4	1
CopciAB_467081.T0	91	81	126	124	110	71
CopciAB_467085.T0	6493	8008	9264	6824	8203	5598
CopciAB_228855.T0	106	127	164	129	71	85
CopciAB_503947.T0	273	390	345	299	182	420
CopciAB_378845.T0	100	130	202	257	82	187
CopciAB_491298.T0	3205	3047	2510	4807	3123	3708
CopciAB_472051.T0	722	754	786	1335	1113	631
CopciAB_502065.T0	46	33	71	60	49	99
CopciAB_491291.T0	67	96	77	113	158	141
CopciAB_455699.T0	40	41	58	62	18	15
CopciAB_443651.T0	320	285	297	183	133	182
CopciAB_503496.T0	200	226	107	382	459	392
CopciAB_491829.T0	22	53	27	1101	744	1028
CopciAB_502842.T0	0	0	0	2	9	0
CopciAB_341502.T0	159	106	175	113	176	78
CopciAB_466868.T0	209	300	283	129	139	76
CopciAB_472053.T0	161	215	164	147	227	81
CopciAB_449385.T0	742	894	843	549	715	553
CopciAB_134126.T0	10	31	20	11	18	11
CopciAB_407321.T0	143	114	57	86	131	142
CopciAB_547430.T0	53	97	104	101	132	35
CopciAB_377981.T0	628	603	451	1098	1162	481
CopciAB_1002628.T0	257	172	213	192	176	199
CopciAB_1002629.T0	36	36	23	7175	5458	15934
CopciAB_501736.T0	1226	1518	1155	1490	1576	1422
CopciAB_413887.T0	4474	5354	5650	3718	3011	3069
CopciAB_406855.T0	5033	4606	5052	6002	5639	5155
CopciAB_442931.T0	10	2	4	2	3	0
CopciAB_442932.T0	886	1023	930	788	705	671
CopciAB_546324.T0	41	59	55	61	42	70
CopciAB_491483.T0	1556	2132	1681	2387	1641	1458
CopciAB_379469.T0	781	741	918	868	397	583
CopciAB_491480.T0	5	1	2	16	11	27
CopciAB_546319.T0	1118	1258	1532	845	1552	523
CopciAB_502325.T0	41	52	78	77	60	91
CopciAB_467478.T0	438	458	404	441	271	390
CopciAB_435498.T0	1491	1821	1769	1378	2129	758
CopciAB_435492.T0	46	108	87	283	94	121
CopciAB_503899.T0	1314	1475	1506	1710	2013	1229
CopciAB_449390.T0	121	169	104	93	66	48
CopciAB_503135.T0	3671	4293	4727	3310	2841	1708
CopciAB_382283.T0	19	33	26	568	456	491
CopciAB_446986.T0	138	268	152	176	93	81
CopciAB_469868.T0	16	51	22	23	33	14
CopciAB_458198.T0	13541	14947	11243	12381	6733	17545
CopciAB_446988.T0	1008	1088	867	927	638	454
CopciAB_520214.T0	16	36	47	24	22	21
CopciAB_467645.T0	192	185	138	230	144	135
CopciAB_379697.T0	37	58	50	95	64	168
CopciAB_449391.T0	365	421	273	373	423	300
CopciAB_502425.T0	308	364	454	320	411	275
CopciAB_444355.T0	232	172	320	272	243	256
CopciAB_444356.T0	669	747	992	1065	797	831
CopciAB_502428.T0	44684	43888	47604	54694	24818	45417
CopciAB_502431.T0	3162	4141	4222	3600	3864	2991
CopciAB_444366.T0	1277	1272	1430	1867	1241	1321
CopciAB_546411.T0	1	1	0	4	2	2
CopciAB_387721.T0	4	8	6	12	9	2
CopciAB_439709.T0	69	63	61	77	52	19
CopciAB_59430.T0	1235	1321	1194	1133	1010	771
CopciAB_374046.T0	2733	3162	4537	2931	2032	1592
CopciAB_544432.T0	41	64	13	17	53	39
CopciAB_449397.T0	422	487	591	618	333	222
CopciAB_374070.T0	930	1340	832	904	836	732
CopciAB_439704.T0	31	26	8	27	13	34
CopciAB_1002640.T0	34	62	91	50	30	36
CopciAB_1002641.T0	90	96	117	47	27	62
CopciAB_519684.T0	86	39	99	102	106	33
CopciAB_1002643.T0	589	644	819	774	952	401
CopciAB_502264.T0	1171	1315	1328	1576	1568	1071
CopciAB_379321.T0	8393	9248	9335	8601	4950	3837
CopciAB_482772.T0	494	548	773	511	330	688
CopciAB_491440.T0	529	541	563	824	717	362
CopciAB_1002645.T0	126	189	140	113	68	92
CopciAB_439688.T0	15	10	7	11	7	19
CopciAB_326273.T0	707	765	582	607	1366	618
CopciAB_374043.T0	1357	1574	1451	1192	1273	977
CopciAB_403343.T0	71	127	127	96	144	71
CopciAB_354105.T0	673	617	754	862	500	538
CopciAB_72.T0	3099	3474	3698	3453	4002	2063
CopciAB_492498.T0	1958	1846	2475	2384	2542	1332
CopciAB_354090.T0	340	354	447	335	509	143
CopciAB_461616.T0	1648	1827	2025	2068	2684	1595
CopciAB_537309.T0	1786	2166	2160	1867	1657	1525
CopciAB_436751.T0	248	236	218	237	207	214
CopciAB_436752.T0	496	516	483	458	373	322
CopciAB_451173.T0	52	42	94	81	97	59
CopciAB_1002649.T0	60	39	61	53	63	41
CopciAB_358.T0	1577	1289	1890	2323	2935	1266
CopciAB_472061.T0	635	1006	738	854	746	990
CopciAB_436761.T0	47	71	55	59	34	75
CopciAB_353941.T0	0	0	2	0	0	2
CopciAB_354301.T0	192	163	191	254	104	191
CopciAB_436767.T0	105	80	261	194	207	152
CopciAB_374.T0	6555	8368	9798	8314	10775	4648
CopciAB_382.T0	155	189	190	600	500	1696
CopciAB_492516.T0	211	160	157	397	417	96
CopciAB_354030.T0	1133	962	758	1399	1253	534
CopciAB_353834.T0	53	51	89	239	309	266
CopciAB_449402.T0	875	990	890	945	947	619
CopciAB_384680.T0	610	622	386	808	768	611
CopciAB_436779.T0	1285	1698	1484	1175	1483	671
CopciAB_410865.T0	235	244	354	389	280	142
CopciAB_492524.T0	3973	3549	3427	6598	5989	2266
CopciAB_1002652.T0	0	0	0	2	2	2
CopciAB_353965.T0	868	697	890	852	820	433
CopciAB_537334.T0	323	249	316	455	287	194
CopciAB_538447.T0	2747	3359	2978	2864	1610	1597
CopciAB_354120.T0	2760	3125	3279	2476	2851	1636
CopciAB_473576.T0	628	740	724	525	310	602
CopciAB_492531.T0	46	57	77	91	158	84
CopciAB_492532.T0	1026	1220	1139	969	1399	550
CopciAB_436797.T0	1124	1280	1452	1257	549	1150
CopciAB_354306.T0	56	83	58	169	123	267
CopciAB_492536.T0	9	16	7	8	5	3
CopciAB_436798.T0	1928	2334	2468	2224	2161	1164
CopciAB_354082.T0	468	483	484	505	362	356
CopciAB_226092.T0	98	174	79	77	74	66
CopciAB_254510.T0	123	119	143	90	144	62
CopciAB_354280.T0	25	38	47	92	38	69
CopciAB_410912.T0	222	247	219	198	278	244
CopciAB_461659.T0	761	972	654	1487	1699	951
CopciAB_473590.T0	10	3	6	21	13	11
CopciAB_1002655.T0	10	8	2	39	51	28
CopciAB_472066.T0	5458	6871	7455	5501	4449	3039
CopciAB_1002656.T0	199	178	213	420	244	363
CopciAB_452313.T0	328	471	491	413	277	306
CopciAB_428168.T0	8	3	7	10	1	1
CopciAB_463022.T0	378	478	375	467	293	298
CopciAB_372673.T0	270	278	293	229	338	200
CopciAB_438488.T0	1613	2166	1768	1780	1785	1413
CopciAB_499664.T0	494	617	776	434	567	333
CopciAB_463015.T0	222	410	475	229	194	183
CopciAB_543948.T0	200	203	216	1326	498	760
CopciAB_254546.T0	671	696	778	653	661	402
CopciAB_372643.T0	10557	12571	10836	15467	13810	10423
CopciAB_508285.T0	1014	1236	1521	1297	622	674
CopciAB_428132.T0	344	472	309	218	162	120
CopciAB_1002658.T0	8	13	12	5	6	6
CopciAB_480417.T0	1906	2003	1997	2654	2323	1411
CopciAB_36183.T0	202	150	213	306	267	197
CopciAB_372646.T0	270	225	298	361	238	164
CopciAB_36149.T0	702	783	606	628	447	572
CopciAB_36164.T0	778	853	923	800	1017	775
CopciAB_1002659.T0	49	27	30	49	33	18
CopciAB_372652.T0	3334	3514	3543	5009	2545	3027
CopciAB_463000.T0	288	394	341	283	352	300
CopciAB_428110.T0	5199	7097	5001	6087	4631	8112
CopciAB_379446.T0	1656	2479	1930	2500	1381	2138
CopciAB_147648.T0	432	405	440	744	1275	371
CopciAB_472068.T0	21	31	22	25	15	16
CopciAB_1002661.T0	1	11	21	21	3	12
CopciAB_456054.T0	805	679	860	1334	1970	592
CopciAB_519767.T0	2248	1578	1897	3567	2314	2043
CopciAB_1002663.T0	116	231	165	85	88	59
CopciAB_502321.T0	3107	2871	2908	3882	2644	2635
CopciAB_448228.T0	1788	2183	1919	1874	1088	1404
CopciAB_357031.T0	262	285	320	291	180	211
CopciAB_448227.T0	0	9	2	6	3	4
CopciAB_207145.T0	11	4	9	9	9	7
CopciAB_382550.T0	3521	3598	3345	4931	4246	5729
CopciAB_207147.T0	232	328	282	214	116	142
CopciAB_547171.T0	550	748	705	824	512	633
CopciAB_468305.T0	932	1052	1485	1191	1071	603
CopciAB_419688.T0	4042	3257	4053	5349	2849	5078
CopciAB_445136.T0	427	451	382	518	390	434
CopciAB_356865.T0	444	492	538	382	225	356
CopciAB_496056.T0	7149	4561	8594	8148	4214	4227
CopciAB_456779.T0	964	1230	1377	2904	2282	2260
CopciAB_445131.T0	3158	4066	3890	4237	6134	4264
CopciAB_521771.T0	529	545	664	949	800	1030
CopciAB_445129.T0	161	210	196	358	265	418
CopciAB_393528.T0	11488	12309	14493	15892	18840	6693
CopciAB_363298.T0	667	971	873	550	398	418
CopciAB_393516.T0	42	32	30	1410	746	4081
CopciAB_393514.T0	321	342	331	594	320	383
CopciAB_419650.T0	3459	3306	3572	4716	3609	2352
CopciAB_445117.T0	67	74	75	54	44	70
CopciAB_363233.T0	2860	2652	3304	3964	2722	2414
CopciAB_531331.T0	3773	4329	4268	4295	2712	4246
CopciAB_496042.T0	154	175	122	153	141	103
CopciAB_169186.T0	939	1172	990	827	819	561
CopciAB_363242.T0	1191	1251	1001	1528	1621	2361
CopciAB_445112.T0	822	821	912	869	796	532
CopciAB_445110.T0	1754	1841	2202	1912	1045	1904
CopciAB_496036.T0	2029	2065	1629	2842	3939	1655
CopciAB_445102.T0	2782	3308	2764	3356	2069	3325
CopciAB_363254.T0	6645	7577	5664	8166	6960	7137
CopciAB_363228.T0	191	154	183	202	219	143
CopciAB_379576.T0	1246	1599	1026	2825	2629	1604
CopciAB_357027.T0	703	1060	1186	840	716	589
CopciAB_254763.T0	1753	1855	2015	2422	2214	1746
CopciAB_445093.T0	1392	1388	1694	1634	937	1775
CopciAB_363349.T0	444	467	396	424	459	219
CopciAB_540585.T0	1109	1231	1056	1665	1416	1367
CopciAB_1002676.T0	105	89	106	66	14	49
CopciAB_496024.T0	276	366	382	310	224	148
CopciAB_393455.T0	7	5	6	5	6	1
CopciAB_445087.T0	102	129	143	133	189	76
CopciAB_456752.T0	862	1084	858	815	768	795
CopciAB_1002677.T0	21	20	25	22	8	12
CopciAB_168570.T0	178	158	184	201	117	167
CopciAB_1000125.T0	194	223	268	248	212	100
CopciAB_168540.T0	76	45	85	92	105	73
CopciAB_456749.T0	5	7	7	30	20	20
CopciAB_363336.T0	1243	1322	1757	1595	1376	1466
CopciAB_1002678.T0	6	14	16	1	5	2
CopciAB_445079.T0	118	85	125	132	113	74
CopciAB_445077.T0	201	176	220	140	156	103
CopciAB_445076.T0	849	1175	1062	738	689	529
CopciAB_496013.T0	506	548	659	449	199	317
CopciAB_363256.T0	311	277	258	446	356	256
CopciAB_445071.T0	8294	8760	7272	11176	7775	9333
CopciAB_363282.T0	24	30	31	96	50	68
CopciAB_393426.T0	23	25	22	180	85	154
CopciAB_363313.T0	307	239	362	766	431	560
CopciAB_419555.T0	12	14	24	17	25	19
CopciAB_445063.T0	323	264	209	285	310	410
CopciAB_446202.T0	74	86	85	72	52	27
CopciAB_254738.T0	848	1080	1081	812	848	420
CopciAB_469217.T0	1552	1572	1849	1887	1514	1123
CopciAB_189248.T0	370	401	498	587	470	274
CopciAB_364305.T0	33	22	23	13	24	21
CopciAB_469214.T0	0	0	0	0	0	0
CopciAB_446195.T0	4	23	18	29	23	16
CopciAB_496432.T0	29	21	32	383	205	390
CopciAB_446192.T0	39	39	46	34	13	42
CopciAB_469209.T0	794	919	733	2063	1873	1440
CopciAB_357014.T0	673	777	931	1354	533	1224
CopciAB_469208.T0	506	582	600	479	562	307
CopciAB_469207.T0	193	185	150	159	160	59
CopciAB_446188.T0	214	247	188	151	151	65
CopciAB_469205.T0	854	957	724	610	598	353
CopciAB_446185.T0	2689	3249	3421	2716	1415	1485
CopciAB_496423.T0	1979	2510	2512	2446	1755	1590
CopciAB_1002681.T0	119	140	146	85	90	44
CopciAB_364293.T0	117	134	106	205	196	157
CopciAB_1002682.T0	500	569	611	528	363	483
CopciAB_486773.T0	30	22	28	17	6	11
CopciAB_496408.T0	9	24	25	36	16	22
CopciAB_446173.T0	1303	1254	1354	1454	1485	734
CopciAB_188782.T0	101	153	169	119	127	69
CopciAB_254822.T0	1495	1421	1360	2957	2547	1595
CopciAB_188758.T0	18	21	25	59	31	36
CopciAB_394394.T0	82	47	40	19	13	13
CopciAB_394392.T0	1649	1643	1351	1399	1296	640
CopciAB_496402.T0	3633	3409	3162	4481	5819	2036
CopciAB_188589.T0	3322	7230	3020	5725	4602	3340
CopciAB_496399.T0	164	176	125	166	101	84
CopciAB_420508.T0	360	364	333	408	382	298
CopciAB_188631.T0	38	59	106	146	97	115
CopciAB_477339.T0	112	103	117	147	85	77
CopciAB_496395.T0	14419	11284	10157	16919	11846	16982
CopciAB_364310.T0	225	217	232	326	237	273
CopciAB_474770.T0	1841	1810	1916	2075	1687	1345
CopciAB_481992.T0	10	6	18	22	15	35
CopciAB_465934.T0	7	14	11	2	7	14
